"","shop","URL","type","name","ingredients","Valeurs Energétiques en Kj (ap100g/ml)","Valeurs Energétiques en Kcal (ap100g/ml)","Matières grasses (en g) (ap100g/ml)","dont acides gras saturés (en g) (ap100g/ml)","Glucides (en g) (ap100g/ml)","dont sucres (en g) (ap100g/ml)","Protéines (en g) (ap100g/ml)","Sel (en g) (ap100g/ml)","Valeurs Energétiques en Kj (ap_jour_%)","Valeurs Energétiques en Kcal (ap_jour_%)","Matières grasses (en g) (ap_jour_%)","dont acides gras saturés (en g) (ap_jour_%)","Glucides (en g) (ap_jour_%)","dont sucres (en g) (ap_jour_%)","Protéines (en g) (ap_jour_%)","Sel (en g) (ap_jour_%)","Fibres alimentaires (en g) (ap100g/ml)","Fibres alimentaires (en g) (ap_jour_%)","Vitamine D (en µg) (ap100g/ml)","Calcium (en mg) (ap100g/ml)","Vitamine D (en µg) (ap_jour_%)","Calcium (en mg) (ap_jour_%)","Amidon (en g) (ap100g/ml)","Vitamine E (en mg) (ap100g/ml)","Vitamine C (en mg) (ap100g/ml)","Vitamine B6 (en mg) (ap100g/ml)","Potassium (en mg) (ap100g/ml)","Chlorure (en mg) (ap100g/ml)","Magnésium (en mg) (ap100g/ml)","Zinc (en mg) (ap100g/ml)","Amidon (en g) (ap_jour_%)","Vitamine E (en mg) (ap_jour_%)","Vitamine C (en mg) (ap_jour_%)","Vitamine B6 (en mg) (ap_jour_%)","Potassium (en mg) (ap_jour_%)","Chlorure (en mg) (ap_jour_%)","Magnésium (en mg) (ap_jour_%)","Zinc (en mg) (ap_jour_%)","Vitamine A (en µg) (ap100g/ml)","Vitamine K (en µg) (ap100g/ml)","Thiamine (en mg) (ap100g/ml)","Riboflavine (en mg) (ap100g/ml)","Niacine (en mg) (ap100g/ml)","Acide folique (en µg) (ap100g/ml)","Vitamine B12 (en µg) (ap100g/ml)","Acide pantothénique (en mg) (ap100g/ml)","Phosphore (en mg) (ap100g/ml)","Fer (en mg) (ap100g/ml)","Cuivre (en mg) (ap100g/ml)","Manganèse (en mg) (ap100g/ml)","Fluorure (en mg) (ap100g/ml)","Iode (en µg) (ap100g/ml)","Vitamine A (en µg) (ap_jour_%)","Vitamine K (en µg) (ap_jour_%)","Thiamine (en mg) (ap_jour_%)","Riboflavine (en mg) (ap_jour_%)","Niacine (en mg) (ap_jour_%)","Acide folique (en µg) (ap_jour_%)","Vitamine B12 (en µg) (ap_jour_%)","Acide pantothénique (en mg) (ap_jour_%)","Phosphore (en mg) (ap_jour_%)","Fer (en mg) (ap_jour_%)","Cuivre (en mg) (ap_jour_%)","Manganèse (en mg) (ap_jour_%)","Fluorure (en mg) (ap_jour_%)","Iode (en µg) (ap_jour_%)"
"214","Auchan","https://www.auchan.fr/activia-yaourt-brasse-bifidus-nature-8x125g/pr-48408","adult","Activia Yaourt brassé bifidus nature 8x125g","LAIT entier (pour info : 81,1%) LAIT écrémé concentré ou en poudre crème (LAIT) ferments lactiques dont bifidobacterium (bifidus ActiRegularis) (LAIT)","
            286
        ","
            68
        ","
            3.4
        ","
            2.3
        ","
            5.4
        ","
            5.4
        ","
            4
        ","
            0.13
        ","
            4
        ","
            4
        ","
            6
        ","
            15
        ","
            3
        ","
            8
        ","
            10
        ","
            3
        ","0","0","0","
            139
        ","0","
            17
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Auchan","https://www.auchan.fr/danone-veloute-yaourt-brasse-nature-16x125g/pr-384891","adult","DANONE Velouté Yaourt brassé nature 16x125g","LAIT entier (59,5%) LAIT écrémé concentré ou en poudre crème (LAIT) ferments lactiques (LAIT) vitamine D","
            310
        ","
            74
        ","
            3.5
        ","
            2.4
        ","
            6.1
        ","
            6.1
        ","
            4.5
        ","
            0.15
        ","
            5
        ","
            5
        ","
            6
        ","
            15
        ","
            3
        ","
            8
        ","
            11
        ","
            3
        ","0","0","
            0.75
        ","
            155
        ","
            15
        ","
            19
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Auchan","https://www.auchan.fr/laitiers-responsables-yaourt-brasse-nature-4x120g/pr-319225","adult","Laitiers Responsables yaourt brassé nature 4x120g","Ingrédients : LAIT entier* 97.2% - Poudre de LAIT écrémé** - Ferments lactiques (LAIT). LAIT D'ORIGINE FRANCE  *Lait entier Les Laitiers Responsables, issu d’animaux nourris sans OGM (&lt;0.9%)  ** 2.8% d’ingrédients agricoles biologiques, issus d’animaux nourris sans OGM (&lt;0.9%) conformément à la réglementation relative à la production biologique  - Certifié par FR-BIO-01   &lt; 0,9% : seuil de contamination fortuite et non évitable, conformément à la réglementation en vigueur.","
            282
        ","
            67
        ","
            3.4
        ","
            2.3
        ","
            4.1
        ","
            4.1
        ","
            4.1
        ","
            0.15
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Auchan","https://www.auchan.fr/danone-veloute-yaourt-brasse-nature-4x125g/pr-160058","adult","Danone Velouté yaourt brassé nature  4x125g","LAIT entier (75,7%) LAIT écrémé concentré ou en poudre (21,8%) crème (LAIT) (2,5%) ferments lactiques (LAIT) LAIT : Origine France","
            300
        ","
            72
        ","
            3.5
        ","
            2.4
        ","
            5.7
        ","
            5.7
        ","
            4.3
        ","
            0.16
        ","
            4
        ","
            4
        ","
            6
        ","
            15
        ","
            3
        ","
            8
        ","
            11
        ","
            3
        ","0","0","0","
            151
        ","0","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Auchan","https://www.auchan.fr/auchan-yaourt-brasse-nature-4x125g/pr-27077","adult","AUCHAN Yaourt brassé nature 4x125g","Ce produit est susceptible d'avoir des compositions différentes en fonction de votre drive favori et de la date de vos achats. Nous vous invitons à contacter l'accueil de votre drive pour tout complément d'information. Lait  entier , protéines de  lait  , ferments lactiques (contient  lait ). ou Lait  entier, protéines de  lait , minéraux du  lait , ferments  lactiques .   Elaboré à partir de lait origine France.","
            254
        ","
            61
        ","
            3.5
        ","
            2.3
        ","
            3.6
        ","
            3.6
        ","
            3.7
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Auchan","https://www.auchan.fr/savoie-yaourt-brasse-nature-500g/pr-861892","adult","Savoie Yaourt brassé nature 500g","LAIT* partiellement concentré, FERMENTS LACTIQUES.*origine : Savoie (France)","
            372
        ","
            89
        ","
            5
        ","
            3
        ","
            6.4
        ","
            6.4
        ","
            4.6
        ","
            0.16
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Auchan","https://www.auchan.fr/baiko-yaourt-nature-top-cup-mix-choco-225g/pr-26223","adult","Baïko yaourt nature + top cup mix choco 225g","LAIT&#xa0;protéines de lait, ferments lactiques, mélange de céréales 11% (flocons d'AVOINE, sucre coussins au chocolat (sucre, huile de coco et tournesol, NOISETTE, cacao, LAIT écrémé en poudre, émulsifiant: lécithine de SOJA, arôme) riz, farine de blé, sucre brut, LAIT écrémé en poudre, son de FROMENT, cacao, sel, crispies (maïs, riz, sucre brut, farine complète (BLE, SEIGLE, ORGE), malte d'ORGE, sel, cacao) farine (BLE, SEIGLE), huile de tournesol, flocons de FROMENT, oligofructose,&#xa0; chocolat 0.6% (contient émulsifiant : lécithine de SOJA) flocons de coco,&#xa0;NOISETTE grillée, miel, sel, germes de&#xa0; BLE, vitamine B1","
            550
        ","
            130
        ","
            5
        ","
            2.5
        ","
            17
        ","
            13
        ","
            4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Auchan","https://www.auchan.fr/danone-veloute-nature-12x125g-offre-decouverte/pr-294837","adult","Danone velouté nature 12x125g offre découverte","LAIT entier (75,7%) LAIT écrémé concentré ou en poudre crème (LAIT) ferments lactiques (LAIT) vitamine D","
            300
        ","
            72
        ","
            3.5
        ","
            2.4
        ","
            5.7
        ","
            5.7
        ","
            4.3
        ","
            0.14
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","
            0.75
        ","
            149
        ","
            15
        ","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Auchan","https://www.auchan.fr/danone-veloute-yaourt-brasse-nature-12x125g/pr-159985","adult","Danone  velouté  yaourt brassé nature 12x125g","LAIT entier (75,7%) LAIT écrémé concentré ou en poudre (21,8%) crème (LAIT) (2,5%) ferments lactiques (LAIT) LAIT : Origine France","
            300
        ","
            72
        ","
            3.5
        ","
            2.4
        ","
            5.7
        ","
            5.7
        ","
            4.3
        ","
            0.16
        ","
            4
        ","
            4
        ","
            6
        ","
            15
        ","
            3
        ","
            8
        ","
            11
        ","
            3
        ","0","0","0","
            151
        ","0","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Auchan","https://www.auchan.fr/danone-petit-frais-fromage-frais-nature-12x60g/pr-160192","adult","Danone  petit frais fromage frais nature 12x60g","LAIT écrémé et crème pasteurisés (LAIT) ferments lactiques (LAIT) conservateur (sorbate de calcium (papier traité) / E203 (papier traité)) LAIT : Origine France","
            567
        ","
            136
        ","
            9.5
        ","
            6.7
        ","
            3.6
        ","
            3.6
        ","
            9.1
        ","
            .08
        ","
            4
        ","
            4
        ","
            8
        ","
            20
        ","
            1
        ","
            2
        ","
            11
        ","
            1
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Auchan","https://www.auchan.fr/yoplait-calin-fromage-blanc-0-mg-850g/pr-23004","adult","YOPLAIT Calin Fromage blanc 0% MG 850g","Ingrédients : LAIT écrémé partiellement déshydraté - LAIT écrémé - Concentré des minéraux du LAIT - Ferments LACTIQUES (LAIT) - Vitamine D LAIT D'ORIGINE FRANCE","
            266
        ","
            62
        ","
            0.1
        ","
            0.1
        ","
            7.9
        ","
            7.9
        ","
            6.5
        ","
            0.12
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            0.1
        ","
            
        ","
            5
        ","
            240
        ","
            100
        ","
            30
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Auchan","https://www.auchan.fr/auchan-fromage-frais-0-8x100g/pr-20818","adult","AUCHAN Fromage frais 0% 8x100g","Lait  écrémé pasteurisé, ferments lactiques (contient  lait )","
            194
        ","
            46
        ","
            0
        ","
            0
        ","
            3.4
        ","
            3.4
        ","
            8
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Auchan","https://www.auchan.fr/yoplait-petits-suisses-allege-0-mg-12x60g/pr-658735","adult","YOPLAIT Petits Suisses allégé 0% MG 12x60g","Ingrédients : LAIT écrémé pasteurisé - Poudre de LAIT écrémé - Ferments LACTIQUES - Papier traité au sorbate de potassium.   LAIT D'ORIGINE FRANCE  Contient plus de 82% d’humidité.","
            241
        ","
            57
        ","
            0.1
        ","
            0.1
        ","
            4.2
        ","
            4.2
        ","
            9.7
        ","
            0.14
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Auchan","https://www.auchan.fr/taillefine-fromage-blanc-0-mg-nature-8x100g/pr-656622","adult","Taillefine Fromage blanc 0% MG  nature  8x100g","fromage blanc (LAIT) (70%) LAIT écrémé LAIT écrémé en poudre protéinesde LAIT ferments lactiques (LAIT) vitamine D","
            204
        ","
            48
        ","
            0.1
        ","
            0.06
        ","
            4.5
        ","
            4.5
        ","
            7.3
        ","
            0.11
        ","
            2
        ","
            2
        ","
            1
        ","
            1
        ","
            2
        ","
            5
        ","
            15
        ","
            2
        ","0","0","
            1.5
        ","
            130
        ","
            30
        ","
            16
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Auchan","https://www.auchan.fr/taillefine-fromage-blanc-0-mg-nature-850g/pr-48659","adult","Taillefine Fromage blanc 0% MG nature 850g","fromage blanc (LAIT) (70%) LAIT écrémé LAIT écrémé en poudre protéinesde LAIT ferments lactiques (LAIT) vitamine D","
            204
        ","
            48
        ","
            0.1
        ","
            0.06
        ","
            4.5
        ","
            4.5
        ","
            7.3
        ","
            0.11
        ","
            2
        ","
            2
        ","
            1
        ","
            1
        ","
            2
        ","
            5
        ","
            15
        ","
            2
        ","0","0","
            1.25
        ","
            130
        ","
            25
        ","
            16
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Auchan","https://www.auchan.fr/rians-faisselle-allegee-au-lait-de-vache-0-mg-4x100g/pr-13603","adult","RIANS Faisselle allégée au lait de vache 0%MG 4x100g","Ferments lactiquesPrésure animaleLAIT&#xa0;écrémé pasteurisé","
            136
        ","
            32
        ","
            0
        ","
            0
        ","
            3.5
        ","
            3
        ","
            4.5
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Auchan","https://www.auchan.fr/malo-fromage-frais-0-mg-4x100g/pr-15454","adult","MALO Fromage frais 0 % MG 4x100g","LAIT écrémé pasteurisé, conservateur : sorbate de potassium, présure, ferments LACTIQUES.","
            167
        ","
            39
        ","
            0.5
        ","
            0.5
        ","
            3.6
        ","
            3.6
        ","
            6.2
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Auchan","https://www.auchan.fr/rians-faiselle-0-mg-1kg/pr-650060","adult","RIANS Faiselle 0%MG 1kg","Ferments lactiquesPrésure animaleLAIT écrémé pasteurisé","
            136
        ","
            32
        ","
            0
        ","
            0
        ","
            3.5
        ","
            3
        ","
            4.5
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            130
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Auchan","https://www.auchan.fr/auchan-fromage-frais-allege-0-12x60g/pr-12844","adult","AUCHAN Fromage frais allégé 0% 12x60g","Lait &#xa0;écrémé pasteurisé, ferments  lactiques;  conservateur: sorbate de&#xa0;potassium (papier traité). Elaboré à partir de lait origine France.","
            215
        ","
            51
        ","
            0.1
        ","
            0
        ","
            3.2
        ","
            3.2
        ","
            9.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Auchan","https://www.auchan.fr/auchan-essentiel-fromage-blanc-1kg/pr-654686","adult","AUCHAN ESSENTIEL Fromage blanc 1kg","Fromage blanc ( lait  écrémé pasteurisé et&#xa0;ferments lactiques)","
            206
        ","
            48
        ","
            0.5
        ","
            0.2
        ","
            5
        ","
            5
        ","
            7.1
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Auchan","https://www.auchan.fr/taillefine-0-fromage-blanc-allege-peche-4x120g/pr-327759","adult","Taillefine 0% fromage blanc allégé pêche 4x120g","pêche (9 %) fructose (1,5 %) LAIT écrémé en poudre agent de charge : E 1200 (polydextrose) (fibres) épaississants : E 1442 (amidon transformé), E 440 (pectine), E 412 (gomme guar) protéines de LAIT correcteurs d'acidité: citrate de calcium (E333), acide citrique (E330) colorant : E 160a (bêta-carotène) arôme édulcorants : E 950 (acésulfame K), E 955 (sucralose) ferments lactiques (LAIT) vitamine D","
            227
        ","
            53
        ","
            0.1
        ","
            0.06
        ","
            6.4
        ","
            6.1
        ","
            6.4
        ","
            0.13
        ","
            3
        ","
            3
        ","
            1
        ","
            1
        ","
            3
        ","
            8
        ","
            15
        ","
            3
        ","0","0","
            1.5
        ","
            120
        ","
            30
        ","
            15
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Auchan","https://www.auchan.fr/les-2-vaches-skyr-bio-nature-0-de-mg-480g/pr-341102","adult","LES 2 VACHES Skyr bio nature 0% de MG 480g","Ingrédients : Ingrédients : LAIT* écrémé, ferments lactiques (LAIT) LAIT : Origine France *Issu de l'agriculture biologique","
            244
        ","
            57
        ","
            0.2
        ","
            0.1
        ","
            3.9
        ","
            3.9
        ","
            10
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            110
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-0-4x100g/pr-10682","adult","Alsace Lait fromage blanc 0% 4x100g",".","
            206
        ","
            48
        ","
            .5
        ","
            .2
        ","
            5.3
        ","
            5.3
        ","
            6.6
        ","
            .09
        ","
            3
        ","
            3
        ","
            0
        ","
            0
        ","
            3
        ","
            7
        ","
            17
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Auchan","https://www.auchan.fr/auchan-faisselle-0-4x100g/pr-11522","adult","Auchan faisselle 0% 4x100g","Lait  écrémé pasteurisé (contient  lait ),&#xa0;préparation de protéines d'origine laitière (contient  lait ), ferments lactiques&#xa0;(contient  lait ),&#xa0;présure. Elaboré à partir de lait origine France.","
            145
        ","
            34
        ","0","0","
            4
        ","
            4
        ","
            4.5
        ","
            .1
        ",NA,NA,"0","0",NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Auchan","https://www.auchan.fr/auchan-faisselle-0-1kg/pr-10389","adult","Auchan faisselle 0% 1kg","Lait  écrémé pasteurisé, préparation de protéines d'origine laitière (contient  lait ), ferments lactiques&#xa0;(contient  lait ), présure. Lait et dérivés du lait origine France.","
            160
        ","
            38
        ","
            0
        ","
            0
        ","
            5.3
        ","
            3.9
        ","
            4.1
        ","
            0.11
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Auchan","https://www.auchan.fr/vrai-yaourt-nature-bio-0-mg-8x125g/pr-803419","adult","Vrai yaourt nature bio 0%mg 8x125g","LAIT écrémé*, LAIT écrémé en poudre*, ferments lactiques sélectionnés.* : issu de l'Agriculture Biologique&#xa0;","
            198
        ","
            47
        ","
            0.1
        ","
            0
        ","
            6.5
        ","
            5
        ","
            4.9
        ","
            0.15
        ","
            2.36
        ","
            2.35
        ","
            0.14
        ","
            0
        ","
            2.5
        ","
            5.56
        ","
            9.8
        ","
            2.5
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Auchan","https://www.auchan.fr/auchan-yaourt-a-la-grecque-4x150g/pr-33163","adult","AUCHAN Yaourt à la grecque 4x150g","Lait  entier 78%, crème ( lait ) 20%, ferments  lactiques , protéines de  lait .   Traces de blé et d'œufs.  Elaboré à partir de lait origine France.","
            441.5
        ","
            106.5
        ","
            8.9
        ","
            5.8
        ","
            3.3
        ","
            3.3
        ","
            3.3
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Auchan","https://www.auchan.fr/yaos-yaourt-a-la-grecque-nature-4x150g/pr-36484","adult","YAOS Yaourt à la grecque nature 4x150g","Ingrédients : LAIT entier (83,1%), crème (12,0%) (LAIT), poudre de LAIT écrémé, ferments lactiques.","
            431
        ","
            104
        ","
            8.4
        ","
            5.6
        ","
            3.4
        ","
            3.4
        ","
            2.9
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Auchan","https://www.auchan.fr/delta-yaourt-grec-authentique-egoutte-nature-10-mg-1kg/pr-303606","adult","Delta Yaourt grec authentique égoutté nature 10%mg 1kg","LAIT de vache, crème de LAIT, ferments LACTIQUES","
            557
        ","
            134
        ","
            10
        ","
            6.5
        ","
            3.8
        ","
            3.8
        ","
            6.5
        ","
            0.12
        ","
            10
        ","
            10
        ","
            21
        ","
            49
        ","
            2
        ","
            6
        ","
            20
        ","
            3
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Auchan","https://www.auchan.fr/auchan-bio-yaourt-a-la-grecque-nature-filiere-responsable-4x125g/pr-317848","adult","AUCHAN BIO Yaourt à la grecque nature filière responsable 4x125g","Yaourt  au  lait  entier et à la   crème ( lait ), issu de l'agriculture biologique   Elaboré à partir de lait origine France.","
            426.7
        ","
            102.9
        ","
            8.5
        ","
            5.5
        ","
            3.4
        ","
            3.4
        ","
            3.2
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
