"shop";"url";"type";"name";"ingredients";"val.energ.kcalp100";"val.energ.pkcalpj";"val.energ.kjp100";"val.energ.pkjpj";"mat.grasses.gp100";"dont.acides.gras.satures.gp100";"mat.grasses.ppj";"dont.acides.gras.satures.ppj";"glucides.gp100";"dont.sucres.gp100";"glucides.ppj";"dont.sucres.ppj";"proteines.gp100";"proteines.ppj";"sel.gp100";"sel.ppj";"a.folique.mcgp100";"a.folique.ppj";"a.pantothenique.mgp100";"a.pantothenique.ppj";"amidon.gp100";"amidon.ppj";"calcium.mgp100";"calcium.ppj";"chlorure.mgp100";"chlorure.ppj";"cuivre.mgp100";"cuivre.ppj";"f.aliment.gp100";"f.aliment.ppj";"fer.mgp100";"fer.ppj";"fluorure.mgp100";"fluorure.ppj";"iode.mcgp100";"iode.ppj";"magnesium.mgp100";"magnesium.ppj";"manganese.mgp100";"manganese.ppj";"niacine.mgp100";"niacine.ppj";"phosphore.mgp100";"phosphore.ppj";"potassium.mgp100";"potassium.ppj";"riboflavine.mgp100";"riboflavine.ppj";"thiamine.mgp100";"thiamine.ppj";"vitamine.a.mcgp100";"vitamine.a.ppj";"vitamine.b12.mcgp100";"vitamine.b12.ppj";"vitamine.b6.mgp100";"vitamine.b6.ppj";"vitamine.c.mgp100";"vitamine.c.ppj";"vitamine.d.mcgp100";"vitamine.d.ppj";"vitamine.e.mgp100";"vitamine.e.ppj";"vitamine.k.mcgp100";"vitamine.k.ppj";"zinc.mgp100";"zinc.ppj"
"Auchan";"https://www.auchan.fr/auchan-yaourt-nature-16x125g/pr-222685";"adult";"AUCHAN Yaourt nature 16x125g";"Lait  partiellement écrémé, lactose  (lait)  et protéines de  lait , ferments lactiques  (lait).  Elaboré à partir de lait origine France.";45,4;NA;191,2;NA;1,4;0,9;NA;NA;4,2;4,2;NA;NA;4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-1919-yaourt-lait-entier-nature-4x125g/pr-160157";"adult";"Danone 1919 Yaourt lait entier nature 4x125g";"LAIT entier (97,5%) LAIT écrémé concentré ou en poudre ferments lactiques (LAIT) LAIT : Origine France";64;4;269;4;3,5;2,2;6;14;4,7;4,7;2;7;3,5;9;0,13;3;NA;NA;NA;NA;NA;NA;125;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-nature-4x125g/pr-23266";"adult";"AUCHAN Yaourt nature 4x125g";"Lait  partiellement écrémé, lactose  (lait)&#xa0; et protéines de  lait  , ferments lactiques  (lait).  Elaboré à partir de lait origine France.";45,4;NA;191,2;NA;1,4;0,9;NA;NA;4,2;4,2;NA;NA;4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-nature-bio-au-lait-de-chevre-2x125g/pr-647905";"adult";"VRAI Yaourt nature bio au lait de chèvre 2x125g";"Ingrédients : LAIT de chèvre* concentré, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique";77;NA;321;NA;4,9;3,8;NA;NA;3,5;3,5;NA;NA;4,7;NA;0,07;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-bio-yaourt-nature-au-lait-de-brebis-2x125g/pr-38126";"adult";"AUCHAN BIO Yaourt nature au lait de brebis 2x125g";"Lait*  de brebis à 3% de matière grasse, ferments lactiques (contient  lait ) * biologique Elaboré à partir de lait origine France";67;NA;279;NA;3;2,2;NA;NA;4,4;3;NA;NA;5,5;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-yaourt-nature-4x125g/pr-316859";"adult";"PERLE DE LAIT Yaourt nature 4x125g";"Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France";111;NA;463;NA;8,9;5,9;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-bio-yaourt-nature-au-lait-entier-4x125g/pr-364831";"adult";"AUCHAN BIO Yaourt nature au lait entier 4x125g";"lait  entier*,  lait  en poudre écrémé*, ferments lactiques (contient  lait ). * biologique";64,25;NA;268,75;NA;3,45;2,4;NA;NA;4,5;4,5;NA;NA;3,8;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/gervita-fromage-blanc-mousse-nature-4x100g/pr-22302";"adult";"Gervita Fromage blanc mousse nature 4x100g";"Fromage blanc au LAIT pasteurisé (75,3 %) crème (LAIT) (24,6 %) gélatine(non porcine) ferments lactiques (LAIT) LAIT : Origine France";133;7;558;7;10,2;7,1;15;35;3,7;3,7;1;4;6,9;14;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-bifidus-nature-12x125g/pr-950734";"adult";"Activia Yaourt bifidus nature  12x125g";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/les-2-vaches-yaourt-bio-0-nature-brasse-4x115g/pr-21977";"adult";"Les 2 vaches Yaourt bio 0% nature brassé 4x115g";"LAIT écrémé bio (94,7%), poudre de LAIT écrémé*, ferments lactiques&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;*Issu de l'agriculture biologique";47;3;199;3;0,1;0,05;1;1;6,5;6,5;3;8;5;12;0,18;3;NA;NA;NA;NA;NA;NA;176;25;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-bifidus-nature-16x125g/pr-715634";"adult";"Activia Yaourt bifidus nature  16x125g";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-nature-au-sucre-de-canne-4x125g/pr-284257";"adult";"AUCHAN Yaourt nature au sucre de canne 4x125g";"Lait  entier 90% , sucre de canne 8,2% , poudre de  lait ,  minéraux du  lait,  ferments  lactiques .   Elaboré à partir de lait origine France.";84,4;NA;354,7;NA;3,2;2;NA;NA;10,9;10,9;NA;NA;3;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-bio-yaourt-bifidus-nature-4x125g/pr-293593";"adult";"Activia bio Yaourt bifidus nature 4x125g";"LAIT : Origine France (issu de l'agriculture biologique)";62;3;260;3;3,4;2,4;NA;NA;4,5;4,5;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-yaourt-nature-8x125g/pr-322310";"adult";"PERLE DE LAIT Yaourt nature 8x125g";"Ingrédients : LAIT écrémé - Crème - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France";111;NA;463;NA;8,9;5,9;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-yaourt-brasse-nature-4x120g/pr-316798";"adult";"LA LAITIERE Yaourt brassé nature 4x120g";"Ingrédients : Ingrédients :  LAIT* entier (95,9%), protéines de LAIT, poudre de LAIT* écrémé, ferments lactiques. *LAIT origine France";76;NA;318;NA;3,6;2,4;NA;NA;4,5;4,5;NA;NA;4,9;NA;0,17;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-bio-yaourt-bifidus-nature-8x125g/pr-293592";"adult";"Activia bio Yaourt bifidus nature 8x125g";"LAIT : Origine France (issu de l'agriculture biologique)";62;3;260;3;3,4;2,4;NA;NA;4,5;4,5;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/fjord-yaourt-fromage-blanc-nature-4x125g/pr-347995";"adult";"Fjord Yaourt fromage blanc nature  4x125g";"LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)";118;NA;489;NA;10;7;NA;NA;3,9;3,9;NA;NA;3,1;NA;0,11;NA;NA;NA;NA;NA;NA;NA;107;13;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-yaourt-nature-4x125g-offre-decouverte/pr-328535";"adult";"PERLE DE LAIT Yaourt nature 4x125g offre découverte";"Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France";111;NA;463;NA;8,9;5,9;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-douceur-de-yaourt-brasse-nature-4x120g/pr-364585";"adult";"La Laitière Douceur de yaourt brassé nature 4x120g";"Ingrédients : LAIT* entier (95,6%), protéines de LAIT, poudre de LAIT* écrémé, ferments lactiques. *LAIT origine France";76;NA;318;NA;3,6;2,4;NA;NA;4,5;4,5;NA;NA;4,9;NA;0,17;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-bifidus-nature-4x125g/pr-869732";"adult";"Activia Yaourt bifidus nature  4x125g";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-bifidus-nature-16x125g/pr-298960";"adult";"ACTIVIA Yaourt bifidus nature 16x125g";"LAIT entier (Origine: France) LAIT écrémé concentré ou en poudre (Origine: UE) ferments lactiques dont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/fjord-yaourt-cremeux-nature-6x125g-2-offerts/pr-908896";"adult";"Fjord Yaourt crémeux nature 6x125g +2 offerts";"LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)";118;NA;489;NA;10;7;NA;NA;3,9;3,9;NA;NA;3,1;NA;0,11;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-douceur-de-yaourt-brasse-vanille-4x120g/pr-364488";"adult";"La Laitière Douceur de yaourt brassé vanille 4x120g";"Ingrédients : LAIT* entier (83,7%), sucre, protéines de LAIT, poudre de LAIT* écrémé, amidon de maïs, fibres d'agrumes, arôme naturel de vanille de madagascar, jus de citron concentré, grains de vanille bourbon épuisés, ferments lactiques. *LAIT origine France.";100;NA;423;NA;3,6;2,4;NA;NA;11,3;10,8;NA;NA;4,2;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/malo-yaourt-nature-bio-4x125g/pr-648636";"adult";"MALO Yaourt nature bio 4x125g";"LAIT entier pasteurisé* (94%), &#xa0;LAIT concentré écrémé*, ferments LACTIQUES.*ingrédient issu de l'agriculture biologique&#xa0;";65;NA;270;NA;3,3;2,3;NA;NA;4,8;4,8;NA;NA;3,9;NA;0,12;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-douceur-de-yaourt-brasse-au-citron-4x120g/pr-364527";"adult";"La Laitière Douceur de yaourt brassé au citron 4x120g";"Ingrédients : LAIT* entier (81,6%), eau, sucre, protéines de LAIT, purée de citron (3,0%), poudre de LAIT* écrémé, amidon de maïs, fibres d'agrumes, arômes naturels, ferments lactiques. *LAIT origine France";96;NA;405;NA;3,3;2,2;NA;NA;12,5;12,2;NA;NA;4,1;NA;0,14;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-bifidus-nature-8x125g/pr-203688";"adult";"Activia Yaourt bifidus nature  8x125g";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-douceur-de-yaourt-brasse-a-la-noix-de-coco-4x120g/pr-364571";"adult";"La Laitière Douceur de yaourt brassé à la noix de coco 4x120g";"Ingrédients : LAIT* entier (83,1%), sucre, protéines de LAIT, noix de coco (2,0%), poudre de LAIT* écrémé, amidon de maïs, jus de citron concentré, arôme naturel, fibres d'agrumes, ferments lactiques. *LAIT origine France.";100;NA;424;NA;3,6;2,6;NA;NA;11,1;10,9;NA;NA;4,3;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-nature-12x125g/pr-160209";"adult";"Danone  Yaourt nature 12x125g";"LAIT partiellement écrémé&#xa0; à 1 % Mat. Gr. (94,7%) LAIT écrémé concentréou en poudre (5,2%) ferments lactiques (LAIT) LAIT : Origine France";58;3;245;3;1,3;0,8;2;4;6,6;6,6;3;7;5;10;0,19;3;NA;NA;NA;NA;NA;NA;178;22;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-nature-16x125g/pr-294477";"adult";"Danone Yaourt nature 16x125g";"LAIT partiellement écrémé à 1,1% Mat. Gr. (96,3%) LAIT écrémé concentré ou en poudre (3,6%) ferments lactiques (LAIT) LAIT : Origine France";45;NA;188;NA;1;0,6;NA;NA;5,1;5,1;NA;NA;3,8;NA;0,14;NA;NA;NA;NA;NA;NA;NA;136;17;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-nature-8x125g/pr-160237";"adult";"Danone Yaourt nature 8x125g";"LAIT partiellement écrémé&#xa0; à 1 % Mat. Gr. (94,7%) LAIT écrémé concentréou en poudre (5,2%) ferments lactiques (LAIT) LAIT : Origine France";46;NA;195;NA;1;0,6;NA;NA;5,3;5,3;NA;NA;4;NA;0,15;NA;NA;NA;NA;NA;NA;NA;142;18;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-yaourt-au-lait-entier-nature-4x125g/pr-662891";"adult";"LA LAITIERE Yaourt au lait entier nature 4x125g";"Ingrédients : Ingrédients : LAIT entier (94,1%), poudre de LAIT écrémé, ferments lactiques.";67;NA;283;NA;3,3;2,2;NA;NA;4,8;4,7;NA;NA;3,9;NA;0,15;NA;NA;NA;NA;NA;NA;NA;145;18;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/les-300-bio-yaourt-nature-au-lait-entier-4x125g/pr-288780";"adult";"LES 300 & BIO Yaourt nature au lait entier 4x125g";"LAIT entier* 96,6% Crème (LAIT)* 2% Poudre de LAIT écrémé * Ferments lactiques (LAIT) *Ingrédients issus de l'agriculture biologique";66;NA;277;NA;4,4;2,9;NA;NA;3;3;NA;NA;3,7;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/calin-yaourt-extra-nature-3-2-mg-12x100g/pr-293129";"adult";"Calin yaourt extra nature 3,2%mg 12x100g";"Ingrédients : LAIT écrémé partiellement déshydraté -LAIT écrémé - CREME - Concentré des minéraux du LAIT - Ferments LACTIQUES (LAIT) - Vitamine D. LAIT D'ORIGINE FRANCE";83;NA;348;NA;3,2;2,2;NA;NA;6,8;6,8;NA;NA;5,7;NA;0,12;NA;NA;NA;NA;NA;NA;NA;240;30;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;100;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-nature-8x125g/pr-222693";"adult";"AUCHAN Yaourt nature 8x125g";"Lait  partiellement écrémé, lactose  (lait)  et protéines de  lait , ferments lactiques  (lait).  Elaboré à partir de lait origine France.";45,4;NA;191,2;NA;1,4;0,9;NA;NA;4,2;4,2;NA;NA;4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/cazaubon-yaourt-nature-des-pyrenees-4x125g/pr-318271";"adult";"CAZAUBON Yaourt nature des Pyrénées 4x125g";"LAIT demi-écrémé, ferments lactiques";47,4;NA;200;NA;3;1,5;NA;NA;2,63;2,63;NA;NA;3,4;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/savoie-yaourt-yaourt-entier-nature-4x125g/pr-14036";"adult";"SAVOIE YAOURT Yaourt entier nature 4x125g";"LAIT* entier, LACTOSE ET PROTEINES DE LAIT, FERMENTS LACTIQUES.*Origine : Savoie (France).";63;4;265;4;3,5;2,1;6;13;4,6;4,6;2;6;3,4;8;0,15;3;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/sigg-s-skyr-nature-2x140g/pr-304876";"adult";"SIGG'S Skyr nature 2x140g";"Ingrédients : Ingrédients : Lait pasteurisé à 2,2% de matière grasse (99,8%), poudre de LAIT écrémé, ferments lactiques";75;NA;316;NA;2,2;1,6;NA;NA;3,5;3,5;NA;NA;10,3;NA;0,2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-nature-au-lait-entier-3-4-mg-4x125g/pr-860076";"adult";"AUCHAN Yaourt nature au lait entier 3.4% MG 4x125g";"Lait  entier pasteurisé (92%),  lait  concentré écrémé, ferments lactiques (contient  lait ). Elaboré à partir de lait origine France.";64,2;NA;268,7;NA;3,32;2,2;NA;NA;4,74;4,74;NA;NA;3,84;NA;0,11;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-le-bio-yaourt-nature-4x125g/pr-221419";"adult";"Danone le bio Yaourt nature 4x125g";"LAIT entier* LAIT écrémé en poudre* ferments lactiques (LAIT) LAIT : origine France * Issu de l'agriculture biologique";62;NA;259;NA;3,5;2,4;NA;NA;4,2;4,2;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
