"shop";"url";"type";"name";"ingredients";"val.energ.kcalp100";"val.energ.pkcalpj";"val.energ.kjp100";"val.energ.pkjpj";"mat.grasses.gp100";"dont.acides.gras.satures.gp100";"mat.grasses.ppj";"dont.acides.gras.satures.ppj";"glucides.gp100";"dont.sucres.gp100";"glucides.ppj";"dont.sucres.ppj";"proteines.gp100";"proteines.ppj";"sel.gp100";"sel.ppj";"a.folique.mcgp100";"a.folique.ppj";"a.pantothenique.mgp100";"a.pantothenique.ppj";"amidon.gp100";"amidon.ppj";"calcium.mgp100";"calcium.ppj";"chlorure.mgp100";"chlorure.ppj";"cuivre.mgp100";"cuivre.ppj";"f.aliment.gp100";"f.aliment.ppj";"fer.mgp100";"fer.ppj";"fluorure.mgp100";"fluorure.ppj";"iode.mcgp100";"iode.ppj";"magnesium.mgp100";"magnesium.ppj";"manganese.mgp100";"manganese.ppj";"niacine.mgp100";"niacine.ppj";"phosphore.mgp100";"phosphore.ppj";"potassium.mgp100";"potassium.ppj";"riboflavine.mgp100";"riboflavine.ppj";"thiamine.mgp100";"thiamine.ppj";"vitamine.a.mcgp100";"vitamine.a.ppj";"vitamine.b12.mcgp100";"vitamine.b12.ppj";"vitamine.b6.mgp100";"vitamine.b6.ppj";"vitamine.c.mgp100";"vitamine.c.ppj";"vitamine.d.mcgp100";"vitamine.d.ppj";"vitamine.e.mgp100";"vitamine.e.ppj";"vitamine.k.mcgp100";"vitamine.k.ppj";"zinc.mgp100";"zinc.ppj"
"Auchan";"https://www.auchan.fr/danone-1919-yaourt-au-lait-entier-nature-8x125g/pr-340418";"adult";"Danone 1919 Yaourt au lait entier nature 8x125g";"LAIT entier (97,5%) LAIT écrémé concentré ou en poudre ferments lactiques (LAIT) LAIT : Origine France";64;NA;269;NA;3,5;2,2;NA;NA;4,7;4,7;NA;NA;3,5;NA;0,13;NA;NA;NA;NA;NA;NA;NA;125;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-nature-bio-0-mg-4x125g/pr-790882";"adult";"VRAI Yaourt nature bio 0%MG 4x125g";"Ingrédients : LAIT écrémé*, LAIT écrémé en poudre*, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique";47;NA;198;NA;0,1;0;NA;NA;6,5;5;NA;NA;4,9;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/malo-yaourt-au-lait-entier-nature-4x125g/pr-310550";"adult";"Malo Yaourt au lait entier nature 4x125g";"LAIT entier pasteurisé, LAIT concentré écrémé, ferments LACTIQUES.";68;NA;286;NA;3,4;2,2;NA;NA;5,7;5,7;NA;NA;3,7;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-douceur-de-yaourt-a-la-noix-de-coco-4x120g/pr-316795";"adult";"LA LAITIERE Douceur de yaourt à la noix de coco 4x120g";"Ingrédients : Ingrédients : LAIT* entier (83,1%), sucre, protéines de LAIT, noix de coco (2,0%), poudre de LAIT* écrémé, amidon de maïs, jus de citron concentré, arôme naturel, fibres d'agrumes, ferments lactiques. *LAIT origine France.";100;NA;424;NA;3,6;2,6;NA;NA;11,1;10,9;NA;NA;4,3;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-le-bio-yaourt-nature-8x125g/pr-221514";"adult";"Danone le bio Yaourt nature 8x125g";"LAIT entier* LAIT écrémé en poudre* ferments lactiques (LAIT) LAIT : origine France * Issu de l'agriculture biologique";62;NA;259;NA;3,5;2,4;NA;NA;4,2;4,2;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-le-bio-yaourt-nature-8x125g/pr-340541";"adult";"Danone Le Bio Yaourt nature 8x125g";"LAIT entier* LAIT écrémé en poudre* ferments lactiques (LAIT) LAIT : origine France * Issu de l'agriculture biologique";62;NA;259;NA;3,5;2,4;NA;NA;4,2;4,2;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;120;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-nature-8x125g/pr-31932";"adult";"PECHALOU Yaourt nature 8x125g";"LAIT entier 97 % - LAIT écrémé en poudre - ferments lactiques du yaourt.";74;NA;310;NA;3,7;2,5;NA;NA;6,2;6,2;NA;NA;3,8;NA;0,13;NA;NA;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-nature-4x125g/pr-869480";"adult";"PECHALOU Yaourt nature 4x125g";"LAIT entier 97 % - LAIT écrémé en poudre - ferments lactiques du yaourt.";74;NA;310;NA;3,7;2,5;NA;NA;6,2;6,2;NA;NA;3,8;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-au-bifidus-nature-4x125g/pr-29997";"adult";"AUCHAN Yaourt au bifidus nature 4x125g";"Lait  entier, lactose et protéines de lait (contient  lait ), ferments lactiques du yaourt (contient  lait ), Bifidobacterium (contient  lait ).";64;NA;267;NA;3,5;2,1;NA;NA;4,3;4,3;NA;NA;3,8;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-au-bifidus-nature-16x125g/pr-200441";"adult";"Activia Yaourt au bifidus nature 16x125g";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;4;258;4;3,4;2,2;6;14;4,4;4,4;2;6;3,4;9;0,12;3;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-mousse-de-fromage-frais-nature-4x100g/pr-33059";"adult";"Auchan mousse de fromage frais nature 4x100g";"Fromage frais au  lait  pasteurisé 75%, mousse de crème 25% (crème de  lait , gélatine de porc, ferments lactiques (contient  lait )).";135;NA;562;NA;10,4;6,8;NA;NA;3,7;3,7;NA;NA;6,7;NA;0,08;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/gervita-specialite-laitiere-nature-8x100g/pr-869525";"adult";"GERVITA Spécialité laitière nature 8x100g";"Fromage blanc au LAIT pasteurisé (75,3 %) crème (LAIT) (24,6 %) gélatine(non porcine) ferments lactiques (LAIT). LAIT : Origine France";134;7;558;7;10,2;7,1;15;35;3,7;3,7;1;4;6,9;14;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/malo-yaourt-nature-4x125g/pr-10197";"adult";"MALO Yaourt nature 4x125g";"LAIT partiellement écrémé pasteurisé (87%), &#xa0;LAIT concentré écrémé, ferments LACTIQUES.&#xa0;";52;NA;219;NA;1,1;0,8;NA;NA;6,3;6,3;NA;NA;4,3;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-brasse-nature-8x125g-offre-decouverte/pr-264434";"adult";"Activia brassé nature 8x125g offre découverte";"LAIT entier (pour info : 81,1%) LAIT écrémé concentré ou en poudre crème (LAIT) ferments lactiques dont bifidobacterium (bifidus ActiRegularis) (LAIT)";68;NA;286;NA;3,4;2,3;NA;NA;5,4;5,4;NA;NA;4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;139;17;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-nature-12x125g-offre-speciale/pr-868261";"adult";"Activia nature 12x125g offre spéciale";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;4;258;4;3,4;2,2;6;14;4,4;4,4;2;6;3,4;9;0,12;3;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourt-brasse-bifidus-nature-4x125g/pr-11674";"adult";"ACTIVIA Yaourt brassé bifidus nature 4x125g";"LAIT entier (pour info : 81,1%) LAIT écrémé concentré ou en poudre crème (LAIT) ferments lactiques dont bifidobacterium (bifidus ActiRegularis) (LAIT)";68;4;286;4;3,4;2,3;6;15;5,4;5,4;3;8;4;10;0,13;3;NA;NA;NA;NA;NA;NA;139;17;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-bio-yaourt-brasse-bifidus-nature-460g/pr-299136";"adult";"Activia bio Yaourt brassé bifidus nature 460g";"LAIT entier* 94,1% crème* 0,2%, LAIT écrémé en poudre* 5,6%, ferments bifidobacterium (Bifidus ActiRegularis) * Issu de l'agriculture biologique";77;4;321;4;3,5;2,3;NA;NA;6,3;6,3;NA;NA;5;NA;0,19;NA;NA;NA;NA;NA;NA;NA;180;22;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-nature-8x125g-offre-decouverte/pr-264433";"adult";"Activia nature 8x125g offre découverte";"LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)";62;NA;258;NA;3,4;2,2;NA;NA;4,4;4,4;NA;NA;3,4;NA;0,12;NA;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-instant-douceur-nature-4x125g/pr-809901";"adult";"Auchan instant douceur nature 4x125g";"lait  entier, crème (contient  lait ), amidon,&#xa0; lait  écrémé en poudre, ferments lactiques (contient  lait ), protéines de &#xa0;lait . Elaboré&#xa0;à partir de&#xa0;lait origine France.";117;NA;485;NA;9,3;6;NA;NA;5,2;3,7;NA;NA;3,1;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/c-est-qui-le-patron-yaourt-nature-8x125g/pr-347549";"adult";"C'est Qui le Patron yaourt nature 8x125g";"LAIT entier, poudre de LAIT écrémé, ferments lactiques";62;NA;258;NA;3,4;2,1;NA;NA;4,1;4,1;NA;NA;3,7;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/calin-bio-nature-4x100g/pr-292428";"adult";"Calin bio nature 4x100g";"Ingrédients : LAIT écrémé partiellement déshydraté* - CREME* - LAIT écrémé* - Ferments lactiques (LAIT). LAIT D'ORIGINE FRANCE. * issu de l’agriculture biologique";79;NA;332;NA;3,2;2,2;NA;NA;6,3;6,3;NA;NA;5,3;NA;0,12;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/calin-nature-8x125g/pr-39043";"adult";"Calin+ nature 8x125g";"Non";71;NA;296;NA;3,4;2,3;NA;NA;4,5;4,2;NA;NA;4;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-nature-8x125g/pr-160131";"adult";"DANONE Yaourt nature 8x125g";"LAIT entier (97,5%) LAIT écrémé concentré ou en poudre ferments lactiques (LAIT) LAIT : Origine France";64;4;269;4;3,5;2,2;6;14;4,7;4,7;2;7;3,5;9;0,13;3;NA;NA;NA;NA;NA;NA;125;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-veloute-nature-8x125g-offre-decouverte/pr-295449";"adult";"Danone velouté nature 8x125g offre découverte";"LAIT entier (75,7%) LAIT écrémé concentré ou en poudre (21,8%) crème (LAIT) (2,5%) ferments lactiques (LAIT) LAIT : Origine France";72;NA;300;NA;3,5;2,4;NA;NA;5,7;5,7;NA;NA;4,3;NA;0,16;NA;NA;NA;NA;NA;NA;NA;151;18;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-brasse-nature-bio-480g/pr-307741";"adult";"DANONE Yaourt brassé nature bio 480g";"LAIT* demi écrémé (90,8%),crème* (LAIT) (5,7%), LAIT* écrémé en poudre ,ferments lactiques (LAIT) LAIT : origine France * Issu de l'agriculture biologique";71;NA;296;NA;3,3;2,3;NA;NA;5,9;5,9;NA;NA;4,3;NA;0,16;NA;NA;NA;NA;NA;NA;NA;156;19;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-nature-straggisto-2x140g/pr-291081";"adult";"Danone yaourt nature straggisto 2x140g";"LAIT écrémé crème (LAIT) ferments lactiques (LAIT) LAIT : Origine France";93;NA;387;NA;5;3,5;NA;NA;3,3;3,3;NA;NA;8,6;NA;0,18;NA;NA;NA;NA;NA;NA;NA;106;13;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/fjord-yaourt-nature-8x125g/pr-40891";"adult";"FJORD Yaourt nature 8x125g";"LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)";118;7;489;7;10;7;18;44;3,9;3,9;2;5;3,1;8;0,11;3;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/fjord-yaourt-nature-8x125g/pr-869521";"adult";"FJORD Yaourt nature 8x125g";"LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)";118;7;489;7;10;7;18;44;3,9;3,9;2;5;3,1;8;0,11;3;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/fjord-yaourt-nature-4x125g/pr-30966";"adult";"FJORD Yaourt nature 4x125g";".";118;NA;489;NA;10;7;NA;NA;3,9;3,9;NA;NA;3,1;NA;0,11;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-fermiere-yaourt-nature-2x140g/pr-803531";"adult";"La Fermière yaourt nature 2x140g";"LAIT, crème, ferments lactiques";110;NA;450;NA;9;5,1;NA;NA;5,2;4,8;NA;NA;2,8;NA;0,09;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-fermiere-yaourt-nature-au-lait-entier-des-alpes-4x125g/pr-230373";"adult";"La Fermière Yaourt nature au lait entier des Alpes 4x125g";"LAIT entier, ferments lactiques, poudre de LAIT écrémé&#xa0;";65;NA;275;NA;3,6;2;NA;NA;4,9;1;NA;NA;3,5;NA;0,05;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-laitiere-yaourt-au-citron-4x120g/pr-316796";"adult";"LA LAITIERE Yaourt au citron 4x120g";"Ingrédients : Ingrédients :  LAIT* entier (81,6%), eau, sucre, protéines de LAIT, purée de citron (3,0%), poudre de LAIT* écrémé, amidon de maïs, fibres d'agrumes, arômes naturels, ferments lactiques. *LAIT origine France";96;NA;405;NA;3,3;2,2;NA;NA;12,5;12,2;NA;NA;4,1;NA;0,14;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-yaourt-nature-9-3-mg-4x125g/pr-869004";"adult";"PERLE DE LAIT Yaourt nature 9.3 MG 4x125g";"Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments LACTIQUES. - LAIT D'ORIGINE FRANCE";115;NA;478;NA;9,3;6,2;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-nature-8x125g-dont-2offerts/pr-790099";"adult";"Perle de Lait nature 8x125g dont 2offerts";"LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments LACTIQUES. - LAIT D'ORIGINE FRANCE";115;NA;478;NA;9,3;6,2;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/perle-de-lait-nature-4x125g-2offerts/pr-867854";"adult";"Perle de Lait nature 4x125g +2offerts";"LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments LACTIQUES  - LAIT D'ORIGINE FRANCE";115;NA;478;NA;9,3;6,2;NA;NA;3,7;2,8;NA;NA;3,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/le-petit-basque-yaourt-veloute-au-lait-de-brebis-bio-2x115g/pr-46871";"adult";"Le Petit Basque yaourt velouté au lait de brebis bio 2x115g";"Ingrédients : LAIT* de brebis, ferments lactiques (dont LAIT). * ingrédient issu de l'agriculture biologique";95;5;397;5;6,4;4,7;11;27;4,2;2,5;2;3;5,2;12;0,13;2;NA;NA;NA;NA;NA;NA;170;21;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-essentiel-yaourt-nature-4x125g/pr-34968";"adult";"AUCHAN ESSENTIEL Yaourt nature 4x125g";"Lait  partiellement écrémé, poudre de  lait  écrémé, ferments  lactiques .Traces éventuelles de fruits à coque et de gluten.    Elaboré à partir de lait origine France (hors poudre de lait écrémé origine UE)";39;NA;165;NA;1;1;NA;NA;4,1;4,1;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-nature-bio-au-sucre-de-canne-equitable-4x125g/pr-298922";"adult";"Vrai yaourt nature bio au sucre de canne équitable 4x125g";"LAIT à 2% de matière grasse*, sucre de canne issu du commerce équitable* (6.8%), LAIT écrémé en poudre*, ferments lactiques sélectionnés.*: Issus de l'agriculture biologique";80;NA;339;NA;1,9;1,3;NA;NA;12;12;NA;NA;3,8;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-nature-bio-8x125g/pr-803424";"adult";"Vrai yaourt nature bio 8x125g";"LAIT à 2% de matière grasse*, LAIT écrémé en poudre*, ferments lactiques sélectionnés.* : Issu de l'Agriculture Biologique";55;2,75;233;2,77;1,8;1,2;2,57;6;5,6;4,5;2,15;5;4,2;8,4;0,13;2,17;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-nature-bio-8x125g/pr-298924";"adult";"VRAI Yaourt nature bio 8x125g";"LAIT à 2% de matière grasse*, LAIT écrémé en poudre*, ferments lactiques sélectionnés.* issus de l’agriculture biologique.&#xa0;";55;NA;233;NA;1,8;1,2;NA;NA;5,6;4,5;NA;NA;4,2;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
